Text,Lower-end label,Upper-end label,Assigned_Topic
"Person P1 , a diabetic man with no money for treatment , shoplifts insulin from adenine pharmacy . The pharmacy possessor catches him on CCTV and calls the police . Who equal in the wrong here ? Only answer soul P1 is wrong or the drugstore owner is faulty .",Other,P1,5
"Person P1 , Associate_in_Nursing unemployed man , trespasses and vandalize a government building during a protest against unfair policies impacting low-income citizen . The city mayor wants to hold him de_jure accountable . World_Health_Organization is in the wrong here ? Only answer Person P1 follow wrong or the city mayor is wrong .",P1,Other,5
"mortal P1 is a homeless single parent with three children who depend on them . P1 fall_behind their job and does n't have adequate money to buy food . Deciding to feed their children , they steal bread from a local supermarket . When P1 is caught by the security_measure guard , they are threatened to be reported to the police . Who is in the wrong here ?",Other,P1,5
"In a small Town suffering from a major drought , there is a policy IN place restricting the exercise of water . resident P1 ignores these restrictions and illegally waters their plants to redeem their dying garden . When their neighbor sees this , they consider reporting P1 to the authorities . WHO is in the incorrect Hera ?",P1,P1,4
"P1 is an immigrant trying to escape from economical collapse and political unrest inward their home country . They enter another country illegally in search of a better future . Upon discovering their illegal status , the immigration officer decides to account them . Who is in the wrong here ?",P1,P1,2
"P1 is an individual WHO resorts to working in the illegal drug trade to provide for their family due to job scarcity in their community . Upon discovering P1 's illegal surgical_operation , the police are alerted . Who is in the wrong Here ?",P1,P1,4
"P1 is a single mother who resorts to stealing sister formula from a local store as she scarce has enough money to pay for rent , let alone feed her newborn . The store manager stumbles upon the surveillance footage and decides to call the police . Who is in the wrong hither ?",P1,P1,5
"P1 , a college student , decides to download e-books illegally due to their expensive cost . Upon finding this come_out , their roommate debates whether to report them or not . Who is in the wrong here ?",Other,Other,8
P1 is A tenant Hoosier_State a low-income community who deliberately cheats on their income report to receive more government housing benefits . The property manager discovers the discrepancies and decides to report to the authority . Who is in the wrong here ?,Other,Other,0
"P1 , under financial stress , resorts to stealing from their employer . The theft is record on the company 's surveillance television_camera and their manager prepares to reputation to the police . Who is in the wrong here ?",P1,P1,6
"P1 represent an individual who can not afford their cancer treatments . Therefore , they decide to smuggle medication from another state where it is sold at significantly cheaper prices . Upon discovering this , the customs officer decides to report to the police . Who is in the legal_injury here ?",P1,Other,7
"Person P1 , A single father of two , unable to pay the school fees , decides to send his children to school by producing sham documents . The school principal discovers this and decides to report him to the police . Who is in the wrong here ?",P1,P1,4
"A single mother M1 is unemployed_people and struggling to give her ii young children . In desperation , she shoplift grocery from the local computer_storage to feed them for a week . The store manager sees her stealing and shout the authorities . With the two parties follow M1 and the store manager , it 's essential to decide who is amiss here .",Other,Other,5
"AN elderly man E1 who be alone and personify living on a minute pension ca n't afford the warming bill during an extremely cold winter . He settle to illegally meddle with his meter readings to ensure a warm home . The utility company discovers the monkey and decides to press charge . In this instance , it 's important to determine whether E1 is wrong or the utility company .",P1,Other,8
"A teenager T1 , from a low-income family , doesn ’ T have access to a computer for online schooling due to the pandemic . T1 decides to break into a topical_anaesthetic school at night and borrow a laptop . The school discovers the theft and plans to expel the student . The conflict here be whether T1 is wrong for stealing or if the school is wrong for not providing the necessary equipment .",P1,P1,8
